发货前天数（实际）,发货前天数（计划）,每笔订单利润,销售额预测,每名客户销售额,装运状态,记录数,利润率,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 ID,订单日期,邮寄方式,销售额
0,￥0,￥298,"￥1,506","￥1,149",准时装运,1,26%,"Fiskars 大剪刀, 工业",￥298,2017/6/22,中国,华东,新泰,用品,牛德伟,0%,5,山东,办公用品,消费者,CN-2017-1498643,2017/6/22,当日,"￥1,149"
3,￥3,(￥337),￥184,￥140,准时装运,1,-240%,"Stanley 铅笔刀, 整包",(￥337),2018/2/24,中国,华东,仪征,美术,马惠英,80%,6,江苏,办公用品,公司,US-2018-4595101,2018/2/21,二级,￥140
3,￥3,￥13,￥142,￥108,准时装运,1,12%,"Avery 装订机, 实惠",￥13,2018/2/24,中国,华东,仪征,装订机,马惠英,40%,3,江苏,办公用品,公司,US-2018-4595101,2018/2/21,二级,￥108
0,￥0,￥166,￥642,￥490,准时装运,1,34%,"Ames 外皮和封条, 回收",￥166,2016/10/8,中国,华东,镇江,信封,冯丽丽,0%,6,江苏,办公用品,消费者,CN-2016-3269021,2016/10/8,当日,￥490
0,￥0,(￥171),￥395,￥302,准时装运,1,-57%,"StarTech 收据打印机, 红色",(￥171),2016/10/8,中国,华东,镇江,设备,冯丽丽,40%,1,江苏,技术,消费者,CN-2016-3269021,2016/10/8,当日,￥302
0,￥0,￥28,￥364,￥278,准时装运,1,10%,"GlobeWeis 马尼拉纸信封, 银色",￥28,2016/10/8,中国,华东,镇江,信封,冯丽丽,0%,2,江苏,办公用品,消费者,CN-2016-3269021,2016/10/8,当日,￥278
0,￥0,￥173,"￥1,520","￥1,160",准时装运,1,15%,"罗技 记忆卡, 耐用",￥173,2016/10/8,中国,华东,镇江,配件,冯丽丽,40%,4,江苏,技术,消费者,CN-2016-3269021,2016/10/8,当日,"￥1,160"
0,￥0,(￥196),"￥1,706","￥1,302",准时装运,1,-15%,"诺基亚 办公室电话机, 全尺寸",(￥196),2016/10/8,中国,华东,镇江,电话,冯丽丽,40%,7,江苏,技术,消费者,CN-2016-3269021,2016/10/8,当日,"￥1,302"
0,￥0,￥222,"￥3,641","￥2,778",准时装运,1,8%,"Smead 锁柜, 单宽度",￥222,2016/10/8,中国,华东,镇江,收纳具,冯丽丽,0%,3,江苏,办公用品,消费者,CN-2016-3269021,2016/10/8,当日,"￥2,778"
0,￥0,￥97,￥279,￥213,准时装运,1,46%,"Kraft 搭扣信封, 银色",￥97,2016/10/8,中国,华东,镇江,信封,冯丽丽,0%,4,江苏,办公用品,消费者,CN-2016-3269021,2016/10/8,当日,￥213
0,￥0,(￥48),￥268,￥204,准时装运,1,-23%,"Elite 美工刀, 工业",(￥48),2016/10/8,中国,华东,镇江,用品,冯丽丽,40%,2,江苏,办公用品,消费者,CN-2016-3269021,2016/10/8,当日,￥204
6,￥6,￥61,￥959,￥731,准时装运,1,8%,"Hon 摇椅, 红色",￥61,2016/2/21,中国,华东,杭州,椅子,雷木兰,40%,2,浙江,家具,消费者,CN-2016-2594036,2016/2/15,标准级,￥731
2,￥3,(￥344),￥729,￥557,提前装运,1,-62%,"贝尔金 闪存驱动器, 回收",(￥344),2015/12/26,中国,华东,杭州,配件,马惠英,40%,5,浙江,技术,公司,US-2015-3737485,2015/12/24,二级,￥557
5,￥6,"￥1,336","￥3,979","￥3,037",提前装运,1,44%,"惠普 墨水, 彩色","￥1,336",2017/3/4,中国,中南,禹州,复印机,丁妮,0%,5,河南,技术,公司,CN-2017-3815654,2017/2/27,标准级,"￥3,037"
6,￥6,(￥164),"￥1,837","￥1,402",准时装运,1,-12%,"Enermax 键盘, 实惠",(￥164),2018/9/17,中国,东北,沈阳,配件,沈聪,40%,6,辽宁,技术,消费者,US-2018-2352370,2018/9/11,标准级,"￥1,402"
6,￥6,(￥683),"￥1,987","￥1,516",准时装运,1,-45%,"Cardinal 订书机, 透明",(￥683),2018/9/17,中国,东北,沈阳,装订机,沈聪,40%,11,辽宁,办公用品,消费者,US-2018-2352370,2018/9/11,标准级,"￥1,516"
0,￥0,￥57,￥626,￥478,准时装运,1,12%,"Hon 运输标签, 白色",￥57,2016/7/17,中国,中南,珠海,标签,吕凤,0%,9,广东,办公用品,小型企业,CN-2016-2554132,2016/7/17,当日,￥478
5,￥6,￥35,￥102,￥78,提前装运,1,45%,"Novimex 圆形标签, 可调",￥35,2017/11/17,中国,西南,重庆,标签,倪幂,0%,4,重庆,办公用品,消费者,CN-2017-4214287,2017/11/12,标准级,￥78
5,￥6,￥17,￥95,￥72,提前装运,1,23%,"Avery 孔加固材料, 透明",￥17,2017/11/17,中国,西南,重庆,装订机,倪幂,0%,4,重庆,办公用品,消费者,CN-2017-4214287,2017/11/12,标准级,￥72
5,￥3,(￥285),￥722,￥551,延迟装运,1,-52%,"Avery 订书机, 回收",(￥285),2018/1/22,中国,西北,肃州,装订机,杨健,40%,4,甘肃,办公用品,消费者,US-2018-4736051,2018/1/17,二级,￥551
6,￥6,￥555,"￥8,734","￥6,665",准时装运,1,8%,"Harbour Creations 扶手椅, 可调",￥555,2016/10/11,中国,华东,常州,椅子,薛婷,40%,5,江苏,家具,消费者,CN-2016-2084652,2016/10/5,标准级,"￥6,665"
6,￥6,(￥165),￥463,￥353,准时装运,1,-47%,"Advantus 门挡, 耐用",(￥165),2016/10/11,中国,华东,常州,用具,薛婷,40%,3,江苏,家具,消费者,CN-2016-2084652,2016/10/5,标准级,￥353
6,￥6,￥32,￥132,￥101,准时装运,1,32%,"Harbour Creations 合法证物标签, 红色",￥32,2016/10/11,中国,华东,常州,标签,薛婷,0%,2,江苏,办公用品,消费者,CN-2016-2084652,2016/10/5,标准级,￥101
6,￥6,(￥35),￥126,￥96,准时装运,1,-37%,"OIC 橡皮筋, 金属",(￥35),2016/2/22,中国,华东,张家港,系固件,牛晒明,40%,2,江苏,办公用品,小型企业,US-2016-1904299,2016/2/16,标准级,￥96
1,￥1,￥154,"￥5,041","￥3,847",准时装运,1,4%,"Bush 古典书架, 金属",￥154,2018/4/10,中国,中南,长沙,书架,彭绅,0%,2,湖南,家具,公司,CN-2018-3211633,2018/4/9,一级,"￥3,847"
1,￥1,"￥2,664","￥9,699","￥7,402",准时装运,1,36%,"KitchenAid 冰箱, 银色","￥2,664",2018/4/10,中国,中南,长沙,器具,彭绅,0%,3,湖南,办公用品,公司,CN-2018-3211633,2018/4/9,一级,"￥7,402"
0,￥0,(￥73),￥571,￥436,准时装运,1,-17%,"Tenex 相框, 一包多件",(￥73),2015/10/28,中国,华东,杭州,用具,罗嫒,40%,3,浙江,家具,小型企业,US-2015-5294254,2015/10/28,当日,￥436
4,￥3,￥2,￥407,￥310,延迟装运,1,1%,"Cameo 搭扣信封, 回收",￥2,2017/4/20,中国,西南,昭通,信封,袁保,0%,8,云南,办公用品,公司,CN-2017-3988119,2017/4/16,二级,￥310
0,￥0,￥144,"￥1,048",￥800,准时装运,1,18%,"SAFCO 折叠椅, 红色",￥144,2018/12/4,中国,东北,密山,椅子,杨健,0%,2,黑龙江,家具,消费者,CN-2018-3232413,2018/12/4,当日,￥800
0,￥0,￥0,￥435,￥332,准时装运,1,0%,"Tenex 文件夹, 工业",￥0,2018/12/4,中国,东北,密山,收纳具,杨健,0%,3,黑龙江,办公用品,消费者,CN-2018-3232413,2018/12/4,当日,￥332
0,￥0,￥118,￥599,￥457,准时装运,1,26%,"Enermax 笔记本, 每包 12 个",￥118,2018/12/4,中国,东北,密山,纸张,杨健,0%,3,黑龙江,办公用品,消费者,CN-2018-3232413,2018/12/4,当日,￥457
7,￥6,￥17,￥205,￥156,延迟装运,1,11%,"Avery 合法证物标签, 红色",￥17,2018/7/31,中国,华东,临朐,标签,陈安,0%,3,山东,办公用品,消费者,CN-2018-4680780,2018/7/24,标准级,￥156
3,￥1,￥160,￥776,￥592,延迟装运,1,27%,"惠普 墨水, 红色",￥160,2017/11/7,中国,东北,肇源,复印机,苏晒明,0%,1,黑龙江,技术,消费者,CN-2017-1190387,2017/11/4,一级,￥592
6,￥6,￥95,￥499,￥381,准时装运,1,25%,"Kleencut 修剪器, 钢",￥95,2017/10/28,中国,西南,海口,用品,贺平,0%,2,海南,办公用品,消费者,CN-2017-3230180,2017/10/22,标准级,￥381
6,￥6,￥242,"￥1,446","￥1,103",准时装运,1,22%,"Tenex 闹钟, 耐用",￥242,2017/10/28,中国,西南,海口,用具,贺平,0%,5,海南,家具,消费者,CN-2017-3230180,2017/10/22,标准级,"￥1,103"
6,￥6,￥14,￥182,￥139,准时装运,1,10%,"GlobeWeis 马尼拉纸信封, 银色",￥14,2017/10/28,中国,西南,海口,信封,贺平,0%,1,海南,办公用品,消费者,CN-2017-3230180,2017/10/22,标准级,￥139
5,￥3,"￥1,086","￥20,346","￥15,526",延迟装运,1,7%,"Breville 微波炉, 银色","￥1,086",2016/10/20,中国,东北,肇源,器具,施丽丽,0%,11,黑龙江,办公用品,公司,CN-2016-5873075,2016/10/15,二级,"￥15,526"
2,￥1,￥28,￥364,￥278,延迟装运,1,10%,"GlobeWeis 马尼拉纸信封, 银色",￥28,2017/9/20,中国,中南,襄城,信封,贺斯云,0%,2,河南,办公用品,消费者,CN-2017-4544243,2017/9/18,一级,￥278
2,￥1,￥751,"￥2,607","￥1,989",延迟装运,1,38%,"Harbour Creations 扶手椅, 红色",￥751,2017/9/20,中国,中南,襄城,椅子,贺斯云,10%,1,河南,家具,消费者,CN-2017-4544243,2017/9/18,一级,"￥1,989"
5,￥6,￥50,￥308,￥235,提前装运,1,21%,"Sanford 荧光笔, 蓝色",￥50,2016/12/10,中国,东北,鹤岗,美术,秦淑芳,20%,4,黑龙江,办公用品,公司,CN-2016-5173564,2016/12/5,标准级,￥235
5,￥3,￥76,￥496,￥379,延迟装运,1,20%,"Acme 剪刀, 工业",￥76,2018/5/11,中国,华北,天津,用品,顾丹,0%,3,天津,办公用品,公司,CN-2018-4862116,2018/5/6,二级,￥379
5,￥6,(￥38),"￥1,464","￥1,117",提前装运,1,-3%,"三星 办公室电话机, 全尺寸",(￥38),2017/5/7,中国,华东,温州,电话,康丽,40%,6,浙江,技术,消费者,US-2017-2560726,2017/5/2,标准级,"￥1,117"
5,￥6,￥155,￥781,￥596,提前装运,1,26%,"Deflect-O 门挡, 优质",￥155,2018/11/3,中国,东北,四平,用具,秦宁,0%,3,吉林,家具,消费者,CN-2018-4950934,2018/10/29,标准级,￥596
5,￥6,￥55,￥171,￥130,提前装运,1,42%,"Stockwell 橡皮筋, 混合尺寸",￥55,2018/11/3,中国,东北,四平,系固件,秦宁,0%,2,吉林,办公用品,消费者,CN-2018-4950934,2018/10/29,标准级,￥130
6,￥6,￥298,"￥2,791","￥2,130",准时装运,1,14%,"思科 耳机, 混合尺寸",￥298,2018/5/20,中国,西南,安顺,电话,贺宁,0%,5,贵州,技术,消费者,CN-2018-2866628,2018/5/14,标准级,"￥2,130"
6,￥6,￥207,￥939,￥717,准时装运,1,29%,"Rogers 文件夹, 单宽度",￥207,2018/5/20,中国,西南,安顺,收纳具,贺宁,0%,5,贵州,办公用品,消费者,CN-2018-2866628,2018/5/14,标准级,￥717
6,￥6,￥60,￥391,￥299,准时装运,1,20%,"罗技 闪存驱动器, 可编程",￥60,2018/5/20,中国,西南,安顺,配件,贺宁,0%,2,贵州,技术,消费者,CN-2018-2866628,2018/5/14,标准级,￥299
4,￥6,￥285,"￥1,780","￥1,358",提前装运,1,21%,"Brother 墨水, 红色",￥285,2016/5/24,中国,华东,高密,复印机,巩安,0%,2,山东,技术,小型企业,CN-2016-2810282,2016/5/20,标准级,"￥1,358"
0,￥0,￥4,￥40,￥30,准时装运,1,13%,"Stockwell 订书钉, 整包",￥4,2018/5/11,中国,东北,抚顺,系固件,田谙,40%,1,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,￥30
0,￥0,￥442,"￥1,381","￥1,054",准时装运,1,42%,"Eaton 信纸, 优质",￥442,2018/5/11,中国,东北,抚顺,纸张,田谙,0%,5,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,"￥1,054"
0,￥0,(￥181),￥459,￥351,准时装运,1,-52%,"Breville 咖啡研磨机, 银色",(￥181),2018/5/11,中国,东北,抚顺,器具,田谙,40%,2,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,￥351
0,￥0,￥48,￥328,￥251,准时装运,1,19%,"Eldon 盒, 工业",￥48,2018/5/11,中国,东北,抚顺,收纳具,田谙,0%,5,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,￥251
0,￥0,"(￥2,270)","￥9,915","￥7,567",准时装运,1,-30%,"Hamilton Beach 炉灶, 白色","(￥2,270)",2018/5/11,中国,东北,抚顺,器具,田谙,40%,5,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,"￥7,567"
0,￥0,(￥652),"￥1,313","￥1,002",准时装运,1,-65%,"松下 收据打印机, 白色",(￥652),2018/5/11,中国,东北,抚顺,设备,田谙,40%,3,辽宁,技术,消费者,CN-2018-3381572,2018/5/11,当日,"￥1,002"
0,￥0,(￥39),"￥1,024",￥781,准时装运,1,-5%,"苹果 信号增强器, 混合尺寸",(￥39),2018/5/11,中国,东北,抚顺,电话,田谙,40%,2,辽宁,技术,消费者,CN-2018-3381572,2018/5/11,当日,￥781
0,￥0,(￥53),￥419,￥320,准时装运,1,-17%,"Eldon 分层置放架, 耐用",(￥53),2018/5/11,中国,东北,抚顺,用具,田谙,40%,4,辽宁,家具,消费者,CN-2018-3381572,2018/5/11,当日,￥320
0,￥0,￥0,￥506,￥386,准时装运,1,0%,"Novimex 沙滩椅, 红色",￥0,2018/5/11,中国,东北,抚顺,椅子,田谙,40%,3,辽宁,家具,消费者,CN-2018-3381572,2018/5/11,当日,￥386
0,￥0,(￥5),￥98,￥75,准时装运,1,-7%,"Wilson Jones 装订机, 回收",(￥5),2018/5/11,中国,东北,抚顺,装订机,田谙,40%,2,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,￥75
5,￥6,￥55,￥387,￥295,提前装运,1,19%,"Boston 记号笔, 蓝色",￥55,2017/11/4,中国,东北,洮南,美术,徐蔓楚,20%,3,吉林,办公用品,公司,CN-2017-2491194,2017/10/30,标准级,￥295
3,￥3,￥694,"￥3,139","￥2,395",准时装运,1,29%,"惠普 传真复印机, 红色",￥694,2016/3/25,中国,西北,西安,复印机,巩虢,0%,3,陕西,技术,公司,CN-2016-5591357,2016/3/22,二级,"￥2,395"
5,￥6,￥23,￥70,￥53,提前装运,1,44%,"Smead 运输标签, 红色",￥23,2018/2/16,中国,西南,德阳,标签,陈丽雪,0%,1,四川,办公用品,公司,CN-2018-5816959,2018/2/11,标准级,￥53
5,￥6,￥24,￥269,￥205,提前装运,1,12%,"Ames 商业信封, 每套 50 个",￥24,2018/2/16,中国,西南,德阳,信封,陈丽雪,0%,3,四川,办公用品,公司,CN-2018-5816959,2018/2/11,标准级,￥205
5,￥6,(￥290),"￥1,421","￥1,085",提前装运,1,-27%,"Wilson Jones 订书机, 透明",(￥290),2018/2/16,中国,西南,德阳,装订机,陈丽雪,40%,8,四川,办公用品,公司,CN-2018-5816959,2018/2/11,标准级,"￥1,085"
4,￥6,"￥1,807","￥11,099","￥8,470",提前装运,1,21%,"Chromcraft 木桌, 组装","￥1,807",2017/3/3,中国,华北,运城,桌子,佘凤,25%,5,山西,家具,公司,CN-2017-1122727,2017/2/27,标准级,"￥8,470"
3,￥1,￥418,"￥2,110","￥1,610",延迟装运,1,26%,"贝尔金 记忆卡, 耐用",￥418,2018/5/11,中国,中南,浯溪,配件,曾惠,0%,3,湖南,技术,公司,CN-2018-3122639,2018/5/8,一级,"￥1,610"
3,￥1,"(￥2,236)","￥9,156","￥6,987",延迟装运,1,-32%,"Barricks 圆桌, 长方形","(￥2,236)",2018/5/11,中国,中南,浯溪,桌子,曾惠,25%,4,湖南,家具,公司,CN-2018-3122639,2018/5/8,一级,"￥6,987"
4,￥6,￥48,￥328,￥251,提前装运,1,19%,"Eldon 盒, 工业",￥48,2017/8/22,中国,华东,杭州,收纳具,谢聪,0%,5,浙江,办公用品,消费者,CN-2017-2866628,2017/8/18,标准级,￥251
4,￥6,￥116,"￥3,818","￥2,914",提前装运,1,4%,"松下 喷墨打印机, 耐用",￥116,2017/5/26,中国,华东,南昌,设备,田妮,0%,2,江西,技术,小型企业,CN-2017-2062805,2017/5/22,标准级,"￥2,914"
5,￥6,(￥52),￥674,￥515,提前装运,1,-10%,"Cuisinart 咖啡研磨机, 白色",(￥52),2018/9/16,中国,东北,鞍山,器具,严诚,40%,5,辽宁,办公用品,公司,US-2018-5448418,2018/9/11,标准级,￥515
5,￥6,"(￥2,531)","￥7,106","￥5,423",提前装运,1,-47%,"摩托罗拉 充电器, 混合尺寸","(￥2,531)",2018/9/16,中国,东北,鞍山,电话,严诚,40%,3,辽宁,技术,公司,US-2018-5448418,2018/9/11,标准级,"￥5,423"
4,￥6,￥105,￥352,￥269,提前装运,1,39%,"OIC 夹子, 每包 12 个",￥105,2018/6/23,中国,中南,深圳,系固件,姚柏,0%,3,广东,办公用品,消费者,CN-2018-3022026,2018/6/19,标准级,￥269
1,￥1,￥14,￥258,￥197,准时装运,1,7%,"Ames 外皮和封条, 银色",￥14,2015/9/14,中国,西北,兰州,信封,许绅,0%,2,甘肃,办公用品,消费者,CN-2015-1928578,2015/9/13,一级,￥197
1,￥1,￥17,￥461,￥352,准时装运,1,5%,"Stockwell 图钉, 每包 12 个",￥17,2015/9/14,中国,西北,兰州,系固件,许绅,40%,10,甘肃,办公用品,消费者,CN-2015-1928578,2015/9/13,一级,￥352
1,￥1,(￥34),￥88,￥67,准时装运,1,-50%,"Wilson Jones 标签, 耐用",(￥34),2015/9/14,中国,西北,兰州,装订机,许绅,40%,3,甘肃,办公用品,消费者,CN-2015-1928578,2015/9/13,一级,￥67
5,￥6,"￥2,639","￥9,608","￥7,332",提前装运,1,36%,"Hewlett 复印机, 红色","￥2,639",2015/11/12,中国,中南,廉洲,复印机,彭雯,0%,6,广东,技术,消费者,CN-2015-2648094,2015/11/7,标准级,"￥7,332"
5,￥6,"￥1,361","￥4,148","￥3,166",提前装运,1,43%,"诺基亚 音频基座, 混合尺寸","￥1,361",2015/11/12,中国,中南,廉洲,电话,彭雯,0%,4,广东,技术,消费者,CN-2015-2648094,2015/11/7,标准级,"￥3,166"
6,￥6,￥29,￥192,￥146,准时装运,1,20%,"Enermax 备忘录便条, 优质",￥29,2016/5/18,中国,华北,石家庄,纸张,徐关茵,0%,2,河北,办公用品,公司,CN-2016-5172330,2016/5/12,标准级,￥146
5,￥6,(￥84),￥213,￥163,提前装运,1,-52%,"Accos 夹子, 整包",(￥84),2015/12/31,中国,华北,包头,系固件,苏冬露,40%,3,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,￥163
5,￥6,(￥9),￥43,￥33,提前装运,1,-28%,"Avery 孔加固材料, 透明",(￥9),2015/12/31,中国,华北,包头,装订机,苏冬露,40%,3,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,￥33
5,￥6,￥83,￥376,￥287,提前装运,1,29%,"Rogers 文件夹, 单宽度",￥83,2015/12/31,中国,华北,包头,收纳具,苏冬露,0%,2,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,￥287
5,￥6,￥561,"￥1,672","￥1,276",提前装运,1,44%,"Tenex 盘, 工业",￥561,2015/12/31,中国,华北,包头,收纳具,苏冬露,0%,5,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,"￥1,276"
5,￥6,￥527,"￥1,570","￥1,198",提前装运,1,44%,"GlobeWeis 局间信封, 红色",￥527,2015/12/31,中国,华北,包头,信封,苏冬露,0%,5,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,"￥1,198"
5,￥6,￥39,￥444,￥339,提前装运,1,12%,"松下 收据打印机, 多色",￥39,2015/12/31,中国,华北,包头,设备,苏冬露,40%,1,内蒙古,技术,小型企业,US-2015-1900777,2015/12/26,标准级,￥339
5,￥6,￥9,￥85,￥65,提前装运,1,14%,"Boston 钢笔, 混合尺寸",￥9,2016/3/12,中国,东北,哈尔滨,美术,黄丽,20%,1,黑龙江,办公用品,消费者,CN-2016-2831197,2016/3/7,标准级,￥65
5,￥6,￥149,￥575,￥439,提前装运,1,34%,"Kleencut 美工刀, 锯齿状",￥149,2016/3/12,中国,东北,哈尔滨,用品,黄丽,0%,3,黑龙江,办公用品,消费者,CN-2016-2831197,2016/3/7,标准级,￥439
5,￥6,(￥257),"￥1,679","￥1,281",提前装运,1,-20%,"Enermax 记忆卡, 实惠",(￥257),2018/5/18,中国,中南,武汉,配件,万刚,40%,4,湖北,技术,公司,US-2018-3405401,2018/5/13,标准级,"￥1,281"
5,￥6,(￥732),"￥3,489","￥2,662",提前装运,1,-28%,"Barricks 电脑桌, 长方形",(￥732),2017/6/24,中国,华东,苏州,桌子,毛升,60%,3,江苏,家具,小型企业,US-2017-3065733,2017/6/19,标准级,"￥2,662"
4,￥6,(￥557),"￥3,368","￥2,570",提前装运,1,-22%,"SAFCO 扶手椅, 黑色",(￥557),2015/2/5,中国,西南,成都,椅子,贺丹,40%,2,四川,家具,消费者,US-2015-3069391,2015/2/1,标准级,"￥2,570"
4,￥6,￥157,"￥1,231",￥939,提前装运,1,17%,"贝尔金 键盘, 实惠",￥157,2015/2/5,中国,西南,成都,配件,贺丹,40%,4,四川,技术,消费者,US-2015-3069391,2015/2/1,标准级,￥939
5,￥3,￥72,￥211,￥161,延迟装运,1,45%,"Avery 可去除的标签, 可调",￥72,2016/1/8,中国,华北,廊坊,标签,黄丽,0%,4,河北,办公用品,消费者,CN-2016-3065733,2016/1/3,二级,￥161
2,￥3,￥132,￥643,￥491,提前装运,1,27%,"Acco 订书机, 耐用",￥132,2018/5/1,中国,华东,上海,装订机,常盛,0%,2,上海,办公用品,消费者,CN-2018-1628412,2018/4/29,二级,￥491
4,￥6,￥727,"￥1,985","￥1,515",提前装运,1,48%,"施乐 信纸, 多色",￥727,2018/5/26,中国,华北,集宁,纸张,周诚,0%,7,内蒙古,办公用品,公司,CN-2018-2828219,2018/5/22,标准级,"￥1,515"
4,￥6,"￥1,043","￥11,721","￥8,945",提前装运,1,12%,"诺基亚 充电器, 混合尺寸","￥1,043",2018/5/26,中国,华北,集宁,电话,周诚,40%,5,内蒙古,技术,公司,CN-2018-2828219,2018/5/22,标准级,"￥8,945"
4,￥6,(￥550),"￥1,167",￥890,提前装运,1,-62%,"贝尔金 闪存驱动器, 回收",(￥550),2017/12/3,中国,中南,枝江,配件,傅晨,40%,8,湖北,技术,公司,US-2017-4870971,2017/11/29,标准级,￥890
4,￥6,￥188,"￥1,849","￥1,411",提前装运,1,13%,"诺基亚 智能手机, 混合尺寸",￥188,2017/12/3,中国,中南,枝江,电话,傅晨,40%,4,湖北,技术,公司,US-2017-4870971,2017/11/29,标准级,"￥1,411"
7,￥6,(￥379),￥874,￥667,延迟装运,1,-57%,"Kleencut 开信刀, 钢",(￥379),2016/4/2,中国,西北,肃州,用品,彭丽雪,40%,9,甘肃,办公用品,小型企业,US-2016-5033587,2016/3/26,标准级,￥667
7,￥6,"￥1,396","￥3,812","￥2,909",延迟装运,1,48%,"Fellowes 锁柜, 工业","￥1,396",2016/4/2,中国,西北,肃州,收纳具,彭丽雪,0%,3,甘肃,办公用品,小型企业,US-2016-5033587,2016/3/26,标准级,"￥2,909"
